lganame,councilnam,suburbname,postcode,percentage
LISMORE,LISMORE CITY COUNCIL,NORTH WOODBURN,2471,100
LISMORE,LISMORE CITY COUNCIL,NUMULGI,2480,100
LISMORE,LISMORE CITY COUNCIL,PEARCES CREEK,2477,36.9504751879257
LISMORE,LISMORE CITY COUNCIL,REPENTANCE CREEK,2480,100
LISMORE,LISMORE CITY COUNCIL,RICHMOND HILL,2480,100
LISMORE,LISMORE CITY COUNCIL,RILEYS HILL,2472,0.00000000986515542166
LISMORE,LISMORE CITY COUNCIL,ROCK VALLEY,2480,100
LISMORE,LISMORE CITY COUNCIL,ROSEBANK,2480,99.9999999999999
LISMORE,LISMORE CITY COUNCIL,RUTHVEN,2480,99.9999999999998
LISMORE,LISMORE CITY COUNCIL,SOUTH GUNDURIMBA,2480,100
LISMORE,LISMORE CITY COUNCIL,SOUTH LISMORE,2480,100
LISMORE,LISMORE CITY COUNCIL,SPRING GROVE,2470,14.6809402503646
LISMORE,LISMORE CITY COUNCIL,STONY CHUTE,2480,89.9454478632647
LISMORE,LISMORE CITY COUNCIL,TATHAM,2471,9.01810623226479
LISMORE,LISMORE CITY COUNCIL,TERANIA CREEK,2480,100
LISMORE,LISMORE CITY COUNCIL,THE CHANNON,2480,100
LISMORE,LISMORE CITY COUNCIL,TREGEAGLE,2480,100
LISMORE,LISMORE CITY COUNCIL,TUCKI TUCKI,2480,99.9999999999999
LISMORE,LISMORE CITY COUNCIL,TUCKURIMBA,2480,100
LISMORE,LISMORE CITY COUNCIL,TULLERA,2480,100
LISMORE,LISMORE CITY COUNCIL,TUNCESTER,2480,100
LISMORE,LISMORE CITY COUNCIL,TUNTABLE CREEK,2480,100
LISMORE,LISMORE CITY COUNCIL,WHIAN WHIAN,2480,80.4698626354555
LISMORE,LISMORE CITY COUNCIL,WOODBURN,2472,0.00000000248803128582
LISMORE,LISMORE CITY COUNCIL,WOODLAWN,2480,100
LISMORE,LISMORE CITY COUNCIL,WYRALLAH,2480,100
LITHGOW CITY,LITHGOW CITY COUNCIL,BELL,2786,73.0770034896835
LITHGOW CITY,LITHGOW CITY COUNCIL,BEN BULLEN,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,BLACKMANS FLAT,2790,99.9999999999995
LITHGOW CITY,LITHGOW CITY COUNCIL,BOGEE,2849,99.9999999999999
LITHGOW CITY,LITHGOW CITY COUNCIL,BOWENFELS,2790,99.9999999999999
LITHGOW CITY,LITHGOW CITY COUNCIL,BROGANS CREEK,2848,23.4847531372576
LITHGOW CITY,LITHGOW CITY COUNCIL,CAPERTEE,2846,100
LITHGOW CITY,LITHGOW CITY COUNCIL,CLARENCE,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,COBAR PARK,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,CORNEY TOWN,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,CULLEN BULLEN,2790,100.000000000001
LITHGOW CITY,LITHGOW CITY COUNCIL,DARGAN,2786,100
LITHGOW CITY,LITHGOW CITY COUNCIL,DARK CORNER,2795,100
LITHGOW CITY,LITHGOW CITY COUNCIL,DOCTORS GAP,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,DUNVILLE LOOP,2849,83.323454693806
LITHGOW CITY,LITHGOW CITY COUNCIL,GANBENANG,2790,77.6077053859754
LITHGOW CITY,LITHGOW CITY COUNCIL,GLEN ALICE,2849,99.9999999999998
LITHGOW CITY,LITHGOW CITY COUNCIL,GLEN DAVIS,2846,99.9999999999997
LITHGOW CITY,LITHGOW CITY COUNCIL,GOOD FOREST,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,HAMPTON,2790,99.9999999999997
LITHGOW CITY,LITHGOW CITY COUNCIL,HARTLEY,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,HARTLEY VALE,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,HASSANS WALLS,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,HERMITAGE FLAT,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,JENOLAN,2790,0.00000001898624970498
LITHGOW CITY,LITHGOW CITY COUNCIL,KANIMBLA,2790,99.9999999999996
LITHGOW CITY,LITHGOW CITY COUNCIL,LIDSDALE,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,LITHGOW,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,LITTLE HARTLEY,2790,99.9808702405249
LITHGOW CITY,LITHGOW CITY COUNCIL,LITTLETON,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,LOWTHER,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,MARRANGAROO,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,MCKELLARS PARK,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,MEADOW FLAT,2795,54.4763456997606
LITHGOW CITY,LITHGOW CITY COUNCIL,MEGALONG VALLEY,2785,19.5971400650276
LITHGOW CITY,LITHGOW CITY COUNCIL,MORTS ESTATE,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,MOUNT LAMBIE,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,MOUNT MARSDEN,2849,92.4423701018752
LITHGOW CITY,LITHGOW CITY COUNCIL,NEWNES,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,NEWNES PLATEAU,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,OAKEY PARK,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,PALMERS OAKY,2795,100
LITHGOW CITY,LITHGOW CITY COUNCIL,PORTLAND,2847,100
LITHGOW CITY,LITHGOW CITY COUNCIL,POTTERY ESTATE,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,ROUND SWAMP,2846,91.6203916772833
LITHGOW CITY,LITHGOW CITY COUNCIL,RUNNING STREAM,2850,9.92306755448045
LITHGOW CITY,LITHGOW CITY COUNCIL,RYDAL,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,SHEEDYS GULLY,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,SODWALLS,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,SOUTH BOWENFELS,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,SOUTH LITTLETON,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,STATE MINE GULLY,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,SUNNY CORNER,2795,17.310635110609
LITHGOW CITY,LITHGOW CITY COUNCIL,TARANA,2787,35.3659374279217
LITHGOW CITY,LITHGOW CITY COUNCIL,UPPER NILE,2849,100
LITHGOW CITY,LITHGOW CITY COUNCIL,UPPER TURON,2795,38.8838683008953
LITHGOW CITY,LITHGOW CITY COUNCIL,VALE OF CLWYDD,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,WALLERAWANG,2845,100
LITHGOW CITY,LITHGOW CITY COUNCIL,WIRRABA,2849,100
LITHGOW CITY,LITHGOW CITY COUNCIL,WOLGAN VALLEY,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,WOLLANGAMBE,2790,100
LITHGOW CITY,LITHGOW CITY COUNCIL,WOLLEMI,2330,23.3431523899094
LIVERPOOL,LIVERPOOL CITY COUNCIL,ASHCROFT,2168,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,AUSTRAL,2179,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,BADGERYS CREEK,2555,67.2676153779894
LIVERPOOL,LIVERPOOL CITY COUNCIL,BONNYRIGG,2177,0.000132778304680089
LIVERPOOL,LIVERPOOL CITY COUNCIL,BRINGELLY,2556,46.9780114604774
LIVERPOOL,LIVERPOOL CITY COUNCIL,BUSBY,2168,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,CARNES HILL,2171,99.9999999999999
LIVERPOOL,LIVERPOOL CITY COUNCIL,CARTWRIGHT,2168,99.9999999999999
LIVERPOOL,LIVERPOOL CITY COUNCIL,CASULA,2170,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,CECIL HILLS,2171,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,CECIL PARK,2178,58.701651637211
LIVERPOOL,LIVERPOOL CITY COUNCIL,CHIPPING NORTON,2170,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,COBBITTY,2570,0.00000002448511119694
LIVERPOOL,LIVERPOOL CITY COUNCIL,DENHAM COURT,2565,35.072728371564
LIVERPOOL,LIVERPOOL CITY COUNCIL,EDMONDSON PARK,2174,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,ELIZABETH HILLS,2171,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,GREEN VALLEY,2168,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,GREENDALE,2745,99.9999999590653
LIVERPOOL,LIVERPOOL CITY COUNCIL,HAMMONDVILLE,2170,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,HECKENBERG,2168,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,HINCHINBROOK,2168,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,HOLSWORTHY,2173,30.9323971028191
LIVERPOOL,LIVERPOOL CITY COUNCIL,HORNINGSEA PARK,2171,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,HOXTON PARK,2171,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,KEMPS CREEK,2178,36.0814879839609
LIVERPOOL,LIVERPOOL CITY COUNCIL,LEN WATERS ESTATE,2171,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,LEPPINGTON,2179,12.3803614320148
LIVERPOOL,LIVERPOOL CITY COUNCIL,LIVERPOOL,2170,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,LUDDENHAM,2745,36.130250923579
LIVERPOOL,LIVERPOOL CITY COUNCIL,LURNEA,2170,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,MIDDLETON GRANGE,2171,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,MILLER,2168,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,MOOREBANK,2170,99.9999999999998
LIVERPOOL,LIVERPOOL CITY COUNCIL,MOUNT PRITCHARD,2170,6.42896697702554
LIVERPOOL,LIVERPOOL CITY COUNCIL,PLEASURE POINT,2172,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,PRESTONS,2170,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,ROSSMORE,2557,71.0255121755686
LIVERPOOL,LIVERPOOL CITY COUNCIL,SADLEIR,2168,99.9999999999999
LIVERPOOL,LIVERPOOL CITY COUNCIL,SILVERDALE,2752,1.66474437267183
LIVERPOOL,LIVERPOOL CITY COUNCIL,VOYAGER POINT,2172,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,WALLACIA,2745,26.3208115368213
LIVERPOOL,LIVERPOOL CITY COUNCIL,WARWICK FARM,2170,99.9999999999998
LIVERPOOL,LIVERPOOL CITY COUNCIL,WATTLE GROVE,2173,100
LIVERPOOL,LIVERPOOL CITY COUNCIL,WEST HOXTON,2171,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,ARDGLEN,2338,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,BIG JACKS CREEK,2339,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,BLACKVILLE,2343,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,BLANDFORD,2338,4.6295830653264
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,BORAMBIL,2343,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,BRAEFIELD,2339,99.9999999999999
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,BREEZA,2381,1.14915634011321
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,BUNDELLA,2343,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,CAROONA,2343,63.8982277677427
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,CATTLE CREEK,2339,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,CHILCOTTS CREEK,2339,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,COLLY BLUE,2343,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,COOMOO COOMOO,2343,99.9999999999999
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,CURLEWIS,2381,1.72361398809266
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,CURRABUBULA,2342,99.5865917025106
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,GAROO,2340,0.0717116211515428
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,GOWRIE,2340,18.4935309059982
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,LITTLE JACKS CREEK,2339,99.9999999999999
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,MACDONALDS CREEK,2339,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,PARRAWEENA,2339,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,PIALLAWAY,2342,16.6237904156054
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,PINE RIDGE,2343,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,PREMER,2381,60.6313955384835
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,QUIPOLLY,2343,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,QUIRINDI,2343,99.9999999999995
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,SPRING RIDGE,2343,72.0743215373246
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,TAMBAR SPRINGS,2381,8.70694563893514
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,WALLABADAH,2343,99.9979664153373
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,WARRAH,2339,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,WARRAH CREEK,2339,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,WARRAH RIDGE,2343,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,WERRIS CREEK,2341,96.6189073084551
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,WILLOW TREE,2339,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,WINDY,2343,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,YANNERGEE,2343,100
LIVERPOOL PLAINS,LIVERPOOL PLAINS SHIRE COUNCIL,YARRAMAN,2343,100
LOCKHART,LOCKHART SHIRE COUNCIL,ALMA PARK,2659,8.47860461452419
LOCKHART,LOCKHART SHIRE COUNCIL,BIDGEEMIA,2642,99.9999999999998
LOCKHART,LOCKHART SHIRE COUNCIL,BOREE CREEK,2652,20.7365952786627
LOCKHART,LOCKHART SHIRE COUNCIL,BROOKONG,2656,99.9999999999998
LOCKHART,LOCKHART SHIRE COUNCIL,CULLIVEL,2645,100
LOCKHART,LOCKHART SHIRE COUNCIL,FARGUNYAH,2656,100
LOCKHART,LOCKHART SHIRE COUNCIL,FRENCH PARK,2655,100
LOCKHART,LOCKHART SHIRE COUNCIL,HENTY,2658,12.466944191641
LOCKHART,LOCKHART SHIRE COUNCIL,LOCKHART,2656,66.0450923296714
LOCKHART,LOCKHART SHIRE COUNCIL,MILBRULONG,2656,100
LOCKHART,LOCKHART SHIRE COUNCIL,MUNYABLA,2658,100
LOCKHART,LOCKHART SHIRE COUNCIL,OSBORNE,2656,100
LOCKHART,LOCKHART SHIRE COUNCIL,PLEASANT HILLS,2658,99.9999999999999
LOCKHART,LOCKHART SHIRE COUNCIL,RAND,2642,1.80829466408323
LOCKHART,LOCKHART SHIRE COUNCIL,RYAN,2658,99.9999999999999
LOCKHART,LOCKHART SHIRE COUNCIL,THE ROCK,2655,84.1746817385645
LOCKHART,LOCKHART SHIRE COUNCIL,TOOTOOL,2655,100
LOCKHART,LOCKHART SHIRE COUNCIL,URANA,2645,2.38731378403452
LOCKHART,LOCKHART SHIRE COUNCIL,URANGELINE,2656,100
LOCKHART,LOCKHART SHIRE COUNCIL,URANGELINE EAST,2656,100
LOCKHART,LOCKHART SHIRE COUNCIL,WRATHALL,2642,99.9999999999999
LOCKHART,LOCKHART SHIRE COUNCIL,YERONG CREEK,2642,100
LORD HOWE ISLAND - UNINCORPORATED AREA,UNINCORPORATED,LORD HOWE ISLAND,2898,100
MAITLAND,MAITLAND CITY COUNCIL,ABERGLASSLYN,2320,100
MAITLAND,MAITLAND CITY COUNCIL,ALLANDALE,2320,40.8771881302752
MAITLAND,MAITLAND CITY COUNCIL,ANAMBAH,2320,100
MAITLAND,MAITLAND CITY COUNCIL,ASHTONFIELD,2323,100
MAITLAND,MAITLAND CITY COUNCIL,BERRY PARK,2321,100
MAITLAND,MAITLAND CITY COUNCIL,BISHOPS BRIDGE,2326,44.3112832532213
MAITLAND,MAITLAND CITY COUNCIL,BOLWARRA,2320,100
MAITLAND,MAITLAND CITY COUNCIL,BOLWARRA HEIGHTS,2320,100
MAITLAND,MAITLAND CITY COUNCIL,CHISHOLM,2322,100
MAITLAND,MAITLAND CITY COUNCIL,CLIFTLEIGH,2321,25.3008822395279
MAITLAND,MAITLAND CITY COUNCIL,DUCKENFIELD,2321,100
MAITLAND,MAITLAND CITY COUNCIL,EAST MAITLAND,2323,99.9999999999998
MAITLAND,MAITLAND CITY COUNCIL,FARLEY,2320,99.9999999999999
MAITLAND,MAITLAND CITY COUNCIL,GILLIESTON HEIGHTS,2321,100
MAITLAND,MAITLAND CITY COUNCIL,GOSFORTH,2320,100
MAITLAND,MAITLAND CITY COUNCIL,GRETA,2334,4.01671847144542
MAITLAND,MAITLAND CITY COUNCIL,HARPERS HILL,2321,100
MAITLAND,MAITLAND CITY COUNCIL,HILLSBOROUGH,2320,100
MAITLAND,MAITLAND CITY COUNCIL,HORSESHOE BEND,2320,100
MAITLAND,MAITLAND CITY COUNCIL,LAMBS VALLEY,2335,18.5557532211051
MAITLAND,MAITLAND CITY COUNCIL,LARGS,2320,100
MAITLAND,MAITLAND CITY COUNCIL,LOCHINVAR,2321,92.5190789591104
MAITLAND,MAITLAND CITY COUNCIL,LORN,2320,100
MAITLAND,MAITLAND CITY COUNCIL,LOUTH PARK,2320,100
MAITLAND,MAITLAND CITY COUNCIL,LUSKINTYRE,2321,100
MAITLAND,MAITLAND CITY COUNCIL,MAITLAND,2320,99.9999999999989
MAITLAND,MAITLAND CITY COUNCIL,MAITLAND VALE,2320,100
MAITLAND,MAITLAND CITY COUNCIL,MELVILLE,2320,100
MAITLAND,MAITLAND CITY COUNCIL,METFORD,2323,100
MAITLAND,MAITLAND CITY COUNCIL,MILLERS FOREST,2324,100
MAITLAND,MAITLAND CITY COUNCIL,MINDARIBBA,2320,100
MAITLAND,MAITLAND CITY COUNCIL,MORPETH,2321,99.9999999999999
MAITLAND,MAITLAND CITY COUNCIL,MOUNT DEE,2320,100
MAITLAND,MAITLAND CITY COUNCIL,OAKHAMPTON,2320,99.9999999999998
MAITLAND,MAITLAND CITY COUNCIL,OAKHAMPTON HEIGHTS,2320,100
MAITLAND,MAITLAND CITY COUNCIL,OSWALD,2321,100
MAITLAND,MAITLAND CITY COUNCIL,PHOENIX PARK,2321,99.9999999999997
MAITLAND,MAITLAND CITY COUNCIL,PITNACREE,2323,100
MAITLAND,MAITLAND CITY COUNCIL,RAWORTH,2321,100
MAITLAND,MAITLAND CITY COUNCIL,ROSEBROOK,2320,100
MAITLAND,MAITLAND CITY COUNCIL,RUTHERFORD,2320,100
MAITLAND,MAITLAND CITY COUNCIL,SOUTH MAITLAND,2320,99.9999999999999
MAITLAND,MAITLAND CITY COUNCIL,TELARAH,2320,100
MAITLAND,MAITLAND CITY COUNCIL,TENAMBIT,2323,100
MAITLAND,MAITLAND CITY COUNCIL,THORNTON,2322,100
MAITLAND,MAITLAND CITY COUNCIL,TOCAL,2421,20.3143582678291
MAITLAND,MAITLAND CITY COUNCIL,WINDELLA,2320,99.9999999999999
MAITLAND,MAITLAND CITY COUNCIL,WINDERMERE,2321,100
MAITLAND,MAITLAND CITY COUNCIL,WOODBERRY,2322,100
MAITLAND,MAITLAND CITY COUNCIL,WOODVILLE,2321,5.89179682096059
MID-COAST,MID-COAST COUNCIL,ALLWORTH,2425,100
MID-COAST,MID-COAST COUNCIL,BACK CREEK,2422,100
MID-COAST,MID-COAST COUNCIL,BAKERS CREEK,2422,100
MID-COAST,MID-COAST COUNCIL,BARRINGTON,2422,100
MID-COAST,MID-COAST COUNCIL,BARRINGTON TOPS,2422,99.9999999999995
MID-COAST,MID-COAST COUNCIL,BAXTERS RIDGE,2422,100
MID-COAST,MID-COAST COUNCIL,BELBORA,2422,100
MID-COAST,MID-COAST COUNCIL,BERRICO,2422,99.9999999999998
MID-COAST,MID-COAST COUNCIL,BINDERA,2422,100
MID-COAST,MID-COAST COUNCIL,BLACK HEAD,2430,99.9999999999998
MID-COAST,MID-COAST COUNCIL,BLUEYS BEACH,2428,100
MID-COAST,MID-COAST COUNCIL,BOBIN,2429,100
MID-COAST,MID-COAST COUNCIL,BOHNOCK,2430,100
MID-COAST,MID-COAST COUNCIL,BOMBAH POINT,2423,100.000000000001
MID-COAST,MID-COAST COUNCIL,BOOLAMBAYTE,2423,99.9999999999996
MID-COAST,MID-COAST COUNCIL,BOOMERANG BEACH,2428,100
MID-COAST,MID-COAST COUNCIL,BOORAL,2425,100
MID-COAST,MID-COAST COUNCIL,BOOTAWA,2430,99.9999999999999
MID-COAST,MID-COAST COUNCIL,BOOTI BOOTI,2428,100
MID-COAST,MID-COAST COUNCIL,BOWMAN,2422,100
MID-COAST,MID-COAST COUNCIL,BOWMAN FARM,2422,100
MID-COAST,MID-COAST COUNCIL,BRETTI,2422,100
MID-COAST,MID-COAST COUNCIL,BRIMBIN,2430,100
MID-COAST,MID-COAST COUNCIL,BUCCA WAUKA,2429,100
MID-COAST,MID-COAST COUNCIL,BULAHDELAH,2423,100
MID-COAST,MID-COAST COUNCIL,BULGA FOREST,2429,100
MID-COAST,MID-COAST COUNCIL,BULLIAC,2422,99.9999999999998
MID-COAST,MID-COAST COUNCIL,BUNDABAH,2324,99.9999999999999
MID-COAST,MID-COAST COUNCIL,BUNDOOK,2422,100
MID-COAST,MID-COAST COUNCIL,BUNGWAHL,2423,100
MID-COAST,MID-COAST COUNCIL,BUNYAH,2429,100
MID-COAST,MID-COAST COUNCIL,BURRELL CREEK,2429,100
MID-COAST,MID-COAST COUNCIL,CABBAGE TREE ISLAND,2430,100
MID-COAST,MID-COAST COUNCIL,CAFFREYS FLAT,2424,100
MID-COAST,MID-COAST COUNCIL,CALLAGHANS CREEK,2422,100
MID-COAST,MID-COAST COUNCIL,CAPARRA,2429,100
MID-COAST,MID-COAST COUNCIL,CARRINGTON,2324,100
MID-COAST,MID-COAST COUNCIL,CEDAR PARTY,2429,100
MID-COAST,MID-COAST COUNCIL,CELLS RIVER,2424,99.9999999999998
MID-COAST,MID-COAST COUNCIL,CHARLOTTE BAY,2428,100
MID-COAST,MID-COAST COUNCIL,COBARK,2422,99.9999999999996
MID-COAST,MID-COAST COUNCIL,COMBOYNE,2429,7.0531356693775
MID-COAST,MID-COAST COUNCIL,CONEAC,2422,100
MID-COAST,MID-COAST COUNCIL,COOLONGOLOOK,2423,100
MID-COAST,MID-COAST COUNCIL,COOMBA BAY,2428,100
MID-COAST,MID-COAST COUNCIL,COOMBA PARK,2428,99.9999999999998
MID-COAST,MID-COAST COUNCIL,COOPERNOOK,2426,100
MID-COAST,MID-COAST COUNCIL,COOPLACURRIPA,2424,99.9999999999999
MID-COAST,MID-COAST COUNCIL,COPELAND,2422,100
MID-COAST,MID-COAST COUNCIL,CORALVILLE,2443,100
MID-COAST,MID-COAST COUNCIL,CRAVEN,2422,100
MID-COAST,MID-COAST COUNCIL,CRAVEN PLATEAU,2422,100
MID-COAST,MID-COAST COUNCIL,CRAWFORD RIVER,2423,100
MID-COAST,MID-COAST COUNCIL,CROKI,2430,100
MID-COAST,MID-COAST COUNCIL,CROWDY BAY,2443,100
MID-COAST,MID-COAST COUNCIL,CROWDY HEAD,2427,100
MID-COAST,MID-COAST COUNCIL,CUNDLE FLAT,2424,99.9999999999999
MID-COAST,MID-COAST COUNCIL,CUNDLETOWN,2430,99.9999999999999
MID-COAST,MID-COAST COUNCIL,CURRICABARK,2422,100
MID-COAST,MID-COAST COUNCIL,DARAWANK,2428,100
MID-COAST,MID-COAST COUNCIL,DEWITT,2422,100
MID-COAST,MID-COAST COUNCIL,DIAMOND BEACH,2430,100
MID-COAST,MID-COAST COUNCIL,DINGO FOREST,2429,99.9999999999999
MID-COAST,MID-COAST COUNCIL,DOLLYS FLAT,2429,100
MID-COAST,MID-COAST COUNCIL,DUMARESQ ISLAND,2430,100
MID-COAST,MID-COAST COUNCIL,DYERS CROSSING,2429,100
MID-COAST,MID-COAST COUNCIL,ELANDS,2429,98.0267316271513
MID-COAST,MID-COAST COUNCIL,ELIZABETH BEACH,2428,100
MID-COAST,MID-COAST COUNCIL,FAILFORD,2430,100
MID-COAST,MID-COAST COUNCIL,FAULKLAND,2422,100
MID-COAST,MID-COAST COUNCIL,FIREFLY,2429,99.9999999999999
MID-COAST,MID-COAST COUNCIL,FORBESDALE,2422,100
MID-COAST,MID-COAST COUNCIL,FORSTER,2428,99.9999999999998
MID-COAST,MID-COAST COUNCIL,GANGAT,2422,100
MID-COAST,MID-COAST COUNCIL,GHINNI GHINNI,2430,100
MID-COAST,MID-COAST COUNCIL,GIRO,2422,99.9999999999999
MID-COAST,MID-COAST COUNCIL,GIRVAN,2425,99.9999999999998
MID-COAST,MID-COAST COUNCIL,GLEN WARD,2422,99.9999999999998
MID-COAST,MID-COAST COUNCIL,GLENTHORNE,2430,100
MID-COAST,MID-COAST COUNCIL,GLOUCESTER,2422,100
MID-COAST,MID-COAST COUNCIL,GLOUCESTER TOPS,2422,100
MID-COAST,MID-COAST COUNCIL,GREEN POINT,2428,100
MID-COAST,MID-COAST COUNCIL,HALLIDAYS POINT,2430,100
MID-COAST,MID-COAST COUNCIL,HANNAM VALE,2443,100
MID-COAST,MID-COAST COUNCIL,HARRINGTON,2427,99.9999999999998
MID-COAST,MID-COAST COUNCIL,HAWKS NEST,2324,100.000000000001
MID-COAST,MID-COAST COUNCIL,HILLVILLE,2430,99.9999999999998
MID-COAST,MID-COAST COUNCIL,INVERGORDON,2422,100
MID-COAST,MID-COAST COUNCIL,JOHNS RIVER,2443,100
MID-COAST,MID-COAST COUNCIL,JONES ISLAND,2430,100
MID-COAST,MID-COAST COUNCIL,KARAAK FLAT,2429,100
MID-COAST,MID-COAST COUNCIL,KARUAH,2324,49.4937482478593
MID-COAST,MID-COAST COUNCIL,KHATAMBUHL,2429,99.9999999999999
MID-COAST,MID-COAST COUNCIL,KIA ORA,2422,100
MID-COAST,MID-COAST COUNCIL,KILLABAKH,2429,99.9999999999997
MID-COAST,MID-COAST COUNCIL,KILLAWARRA,2429,100
MID-COAST,MID-COAST COUNCIL,KIMBRIKI,2429,99.9999999999999
MID-COAST,MID-COAST COUNCIL,KIPPAXS,2429,100
MID-COAST,MID-COAST COUNCIL,KIWARRAK,2430,100
