lganame,councilnam,suburbname,postcode,percentage
CAMDEN,CAMDEN COUNCIL,GREENDALE,2745,0.00000003380435706604
CAMDEN,CAMDEN COUNCIL,GREGORY HILLS,2557,90.2882407823893
CAMDEN,CAMDEN COUNCIL,HARRINGTON PARK,2567,100
CAMDEN,CAMDEN COUNCIL,KIRKHAM,2570,100
CAMDEN,CAMDEN COUNCIL,LEPPINGTON,2179,87.6196372531809
CAMDEN,CAMDEN COUNCIL,MOUNT ANNAN,2567,81.3799618361404
CAMDEN,CAMDEN COUNCIL,NARELLAN,2567,100
CAMDEN,CAMDEN COUNCIL,NARELLAN VALE,2567,99.9999992532348
CAMDEN,CAMDEN COUNCIL,ORAN PARK,2570,99.9999999999999
CAMDEN,CAMDEN COUNCIL,ROSSMORE,2557,28.9744878244313
CAMDEN,CAMDEN COUNCIL,SMEATON GRANGE,2567,100
CAMDEN,CAMDEN COUNCIL,SPRING FARM,2570,100
CAMDEN,CAMDEN COUNCIL,THERESA PARK,2570,0.00000000813918095879
CAMDEN,CAMDEN COUNCIL,VARROVILLE,2566,0.0000025023606555379
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,AIRDS,2560,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,AMBARVALE,2560,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,BARDIA,2565,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,BLAIR ATHOL,2560,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,BLAIRMOUNT,2559,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,BOW BOWING,2566,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,BRADBURY,2560,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,CAMPBELLTOWN,2560,99.9999999999999
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,CLAYMORE,2559,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,DENHAM COURT,2565,64.927271628436
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,EAGLE VALE,2558,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,ENGLORIE PARK,2560,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,ESCHOL PARK,2558,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,GILEAD,2560,99.9999999999998
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,GLEN ALPINE,2560,99.9999999999998
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,GLENFIELD,2167,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,GREGORY HILLS,2557,9.71175921761071
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,HOLSWORTHY,2173,52.44638456501
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,INGLEBURN,2565,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,KEARNS,2558,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,KENTLYN,2560,99.9999999999996
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,LEPPINGTON,2179,0.00000131480428235267
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,LEUMEAH,2560,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,LONG POINT,2564,99.9999999999997
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,MACQUARIE FIELDS,2564,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,MACQUARIE LINKS,2565,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,MENANGLE PARK,2563,99.9999999999999
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,MINTO,2566,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,MINTO HEIGHTS,2566,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,MOUNT ANNAN,2567,18.6200381638597
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,RABY,2566,99.9999999999999
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,ROSEMEADOW,2560,99.9999999999999
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,RUSE,2560,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,ST ANDREWS,2566,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,ST HELENS PARK,2560,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,VARROVILLE,2566,99.9999974976394
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,WEDDERBURN,2560,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,WOODBINE,2560,100
CAMPBELLTOWN,CAMPBELLTOWN CITY COUNCIL,WORONORA DAM,2508,18.2511755152955
CANADA BAY,CITY OF CANADA BAY COUNCIL,ABBOTSFORD,2046,99.6552841713538
CANADA BAY,CITY OF CANADA BAY COUNCIL,BREAKFAST POINT,2137,100
CANADA BAY,CITY OF CANADA BAY COUNCIL,CABARITA,2137,99.9999999999999
CANADA BAY,CITY OF CANADA BAY COUNCIL,CANADA BAY,2046,100
CANADA BAY,CITY OF CANADA BAY COUNCIL,CHISWICK,2046,100
CANADA BAY,CITY OF CANADA BAY COUNCIL,CONCORD,2137,100
CANADA BAY,CITY OF CANADA BAY COUNCIL,CONCORD WEST,2138,99.9999999999999
CANADA BAY,CITY OF CANADA BAY COUNCIL,DRUMMOYNE,2047,99.9999807686292
CANADA BAY,CITY OF CANADA BAY COUNCIL,FIVE DOCK,2046,100
CANADA BAY,CITY OF CANADA BAY COUNCIL,LIBERTY GROVE,2138,100
CANADA BAY,CITY OF CANADA BAY COUNCIL,MORTLAKE,2137,100
CANADA BAY,CITY OF CANADA BAY COUNCIL,NORTH STRATHFIELD,2137,100
CANADA BAY,CITY OF CANADA BAY COUNCIL,RHODES,2138,100
CANADA BAY,CITY OF CANADA BAY COUNCIL,RODD POINT,2046,100
CANADA BAY,CITY OF CANADA BAY COUNCIL,RUSSELL LEA,2046,100
CANADA BAY,CITY OF CANADA BAY COUNCIL,STRATHFIELD,2135,2.41536026345845
CANADA BAY,CITY OF CANADA BAY COUNCIL,SYDNEY OLYMPIC PARK,2127,4.3159396259489
CANADA BAY,CITY OF CANADA BAY COUNCIL,WAREEMBA,2046,100
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,ASHBURY,2193,93.6806768808621
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,BANKSTOWN,2200,100
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,BANKSTOWN AERODROME,2200,100
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,BASS HILL,2197,100
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,BELFIELD,2191,70.2542690884992
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,BELMORE,2192,99.9999999999998
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,BEVERLY HILLS,2209,24.7754304750882
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,BIRRONG,2143,99.9999999999999
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,CAMPSIE,2194,100
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,CANTERBURY,2193,100
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,CHESTER HILL,2162,86.3512859580684
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,CHULLORA,2190,100
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,CLEMTON PARK,2206,100
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,CONDELL PARK,2200,100
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,CROYDON PARK,2133,37.222006108945
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,EARLWOOD,2206,100
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,EAST HILLS,2213,100
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,GEORGES HALL,2198,100
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,GREENACRE,2190,80.1368215915668
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,HURLSTONE PARK,2193,90.9321421965155
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,KINGSGROVE,2208,49.8871846580013
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,LAKEMBA,2195,99.9999999999999
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,LANSDOWNE,2163,100
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,MILPERRA,2214,100
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,MOUNT LEWIS,2190,100
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,NARWEE,2209,68.5177286940777
CANTERBURY-BANKSTOWN,CANTERBURY-BANKSTOWN COUNCIL,PADSTOW,2211,100
